0.067339,-0.096184,-0.36769,0.042886,0.0080433
5.42e-19,-1.0862e-18,5.9023e-18,-9.91e-18,5.893e-17
-1.23e-17,-2.3897e-17,-1.2336e-17,-2.0398e-17,-1.1732e-13
0.090393,-0.1992,-0.44958,0.10816,0.54063
2.4382e-18,3.0321e-18,3.3972e-17,-6.1569e-17,3.2698e-16
-1.9078e-19,-1.4878e-19,1.2926e-18,-1.7796e-18,1.2119e-17
-4.8592e-17,-1.2286e-16,2.4564e-16,-1.0414e-16,7.2022e-14
4.1934e-18,5.3077e-18,6.344e-17,-8.4351e-17,4.7502e-16
0.048018,-0.19548,-0.19171,0.17563,-0.30399
0.058053,0.081383,-0.0068521,-0.027979,-0.44632
0.048018,-0.19548,-0.19171,0.17563,-0.30399
-1.9479e-17,1.606e-17,3.1202e-16,-1.4121e-16,3.6208e-13
0.048018,-0.19548,-0.19171,0.17563,-0.30399
0.24554,-0.036706,-0.40353,-0.070526,-0.15258
4.3775e-18,2.3998e-18,2.6755e-17,-3.8819e-17,2.2814e-16
0.35377,0.12539,-0.03455,-0.24176,-0.13611
0.064391,0.044824,-0.049833,-0.03691,0.089943
0.043378,0.12124,0.024833,0.28723,0.059847
-6.4815e-17,-9.605e-17,2.0078e-16,-5.7145e-17,7.4911e-14
-1.1141e-16,8.4291e-17,1.8673e-16,-3.0067e-17,-9.6045e-13
-7.396e-17,-9.1517e-17,2.1264e-16,-9.5962e-17,7.1793e-14
0.044298,-0.11664,0.10089,0.038304,0.016781
0.23819,0.19337,0.020318,0.068081,-0.044472
0.036195,0.089773,0.017476,0.19133,0.033274
0.45453,0.73413,0.12615,1.235,0.16499
0.51,0.36767,-0.02467,-0.080518,-0.66765
0.067339,-0.096184,-0.36769,0.042886,0.0080433
0.062746,-0.21645,0.18361,0.10019,0.060111
-1.718e-18,5.3388e-18,2.4421e-17,-3.5943e-17,1.791e-16
-1.3116e-17,4.6806e-18,4.5219e-17,-6.6085e-17,3.7174e-16
0.043378,0.12124,0.024833,0.28723,0.059847
8.7475e-18,5.5333e-19,2.0627e-17,-3.7005e-17,2.6265e-16
