-1.1699e-17,-5.5345e-19,4.1786e-17,-6.3967e-17,3.3358e-16
-1.0752e-17,1.6649e-17,4.9934e-17,-7.0627e-17,4.1286e-16
0.53326,-0.27699,0.31594,-0.10309,0.032346
-9.6763e-18,1.2634e-17,3.812e-17,-5.6257e-17,3.2712e-16
0.2636,-0.64213,0.34851,0.26741,-0.061392
0.18097,0.18953,-0.014532,-0.054308,-0.68692
-2.0871e-17,-5.9356e-17,-7.1768e-17,-1.0223e-16,-4.0523e-13
-1.1599e-17,-1.749e-17,5.5535e-17,-7.0047e-17,4.5942e-16
0.0018843,-0.0058844,-0.028745,0.0042192,0.0014362
0.64647,0.19967,0.003708,-0.35043,0.059822
-7.1223e-18,-3.7318e-18,2.7432e-17,-4.143e-17,2.4995e-16
0.059424,-0.21664,0.073521,0.1071,0.18663
0.015766,0.026864,-0.0023902,-0.010248,-0.18284
0.014273,0.022514,-0.0019318,-0.0079445,-0.12075
7.1496e-18,-3.5114e-18,3.5744e-17,-5.1611e-17,3.1321e-16
0.12344,0.24233,0.044005,0.45232,0.067592
-2.7527e-17,-5.9743e-18,5.0506e-17,-7.9261e-17,4.5174e-16
-1.325e-17,-6.2218e-18,2.9904e-17,-5.853e-17,3.5179e-16
-8.4784e-17,-1.1799e-16,-1.2459e-16,-1.3596e-16,-8.1868e-13
0.089605,-0.20684,-0.53579,0.16672,0.17864
-7.7627e-17,-1.1649e-16,-1.5717e-16,-1.6633e-16,-7.6513e-13
-2.7378e-18,7.5598e-18,2.5385e-17,-3.621e-17,1.7799e-16
0.060515,0.018636,-0.03763,-0.066982,0.10748
0.065333,0.020915,-0.042843,-0.07736,0.12915
-1.2472e-17,-8.0216e-18,2.8835e-17,-5.0334e-17,3.3303e-16
0.19218,-0.25707,-0.4177,0.043218,0.65343
1.02e-20,3.6466e-19,2.0049e-18,-2.9602e-18,1.6339e-17
-1.5093e-17,1.981e-16,-1.2616e-16,-7.4225e-17,2.2955e-12
-1.1333e-17,-3.412e-17,-8.0148e-17,-9.9086e-17,-3.9043e-13
0.026504,-0.073793,-0.17855,0.045751,0.26614
-5.3798e-17,-4.3112e-17,-1.4646e-16,-1.5471e-16,-6.3469e-13
0.023663,-0.04812,-0.2075,0.027233,0.0071217
-6.4217e-18,1.2843e-18,4.009e-17,-6.4166e-17,4.2565e-16
0.012719,0.044913,0.0098625,0.1215,0.029461
-2.1627e-18,1.2835e-18,1.153e-17,-1.7319e-17,9.3235e-17
0.24795,-0.29138,-1.0541,0.11709,0.019634
3.2873e-18,-3.5867e-19,1.7898e-17,-2.9101e-17,1.6125e-16
0.13327,0.27196,0.050101,0.5224,0.081223
-1.4601e-17,1.7858e-18,2.4867e-17,-4.1453e-17,2.4785e-16
0.13327,0.27196,0.050101,0.5224,0.081223
-5.3952e-17,6.1337e-17,5.6279e-17,-7.8612e-17,-1.0058e-12
-2.3326e-18,4.9268e-18,1.8935e-17,-3.1368e-17,1.7548e-16
7.0174e-19,7.7733e-18,2.1582e-17,-2.9001e-17,1.718e-16
0.15972,0.36728,0.071193,0.78422,0.14609
1.5823e-17,8.9257e-18,4.6895e-17,-7.1381e-17,3.9877e-16
