-6.865e-18,1.6627e-18,9.2183e-18,-1.4608e-17,8.5132e-17
0.35488,0.029546,0.058663,-0.16578,-0.00029686
0.17681,-0.5922,-0.5496,0.47952,-0.74205
-6.5501e-18,6.0739e-18,3.6549e-17,-4.865e-17,3.0962e-16
1.9141e-19,1.2027e-18,7.2874e-18,-1.1062e-17,5.9867e-17
0.65615,0.18018,-0.10276,-0.30965,-0.39207
0.19551,0.12874,-0.042903,-0.096104,0.11588
0.040959,-0.13334,-0.29639,0.11826,-0.10966
0.024549,-0.065753,-0.15682,0.039614,0.22148
-5.7793e-18,-9.2532e-18,-2.2367e-17,-3.3789e-17,-9.3418e-14
-5.0757e-18,-4.662e-18,2.0818e-17,-3.911e-17,2.3492e-16
0.0012546,0.0032739,-0.00032928,-0.0015738,-0.035804
-5.4933e-18,2.5228e-18,1.9941e-17,-3.4303e-17,1.9813e-16
0.12344,0.24233,0.044005,0.45232,0.067592
-6.6985e-18,3.2036e-18,2.6256e-17,-4.2102e-17,2.8706e-16
-1.1422e-18,9.2345e-18,2.4708e-17,-3.4854e-17,1.7319e-16
2.2189e-18,3.1324e-18,1.173e-17,-1.7439e-17,1.0406e-16
0.16311,-0.35336,0.28922,0.10458,0.040963
0.12344,0.24233,0.044005,0.45232,0.067592
-5.6487e-17,-1.4938e-16,2.6893e-16,-1.0056e-16,1.05e-13
4.6159e-18,3.2089e-18,2.2737e-17,-3.6424e-17,2.1135e-16
1.4844e-18,-5.7694e-20,2.5189e-17,-3.1195e-17,1.7857e-16
0.35488,0.029546,0.058663,-0.16578,-0.00029686
-3.6204e-17,3.4366e-16,2.3205e-16,-1.5423e-16,3.9445e-14
-1.7259e-17,-7.8431e-19,-4.1044e-17,-8.3911e-17,-2.705e-13
-7.4555e-19,1.1906e-16,-3.4252e-17,-5.3116e-17,1.6445e-12
-7.4238e-18,-1.572e-18,2.1095e-17,-3.8646e-17,2.4946e-16
7.3501e-18,-6.8977e-19,1.2746e-17,-2.1416e-17,1.3812e-16
5.0214e-18,-1.6013e-18,1.6024e-17,-2.0934e-17,1.3051e-16
0.000118,0.00052077,-6.1662e-05,-0.00034297,-0.011452
-1.0153e-17,1.0997e-16,3.3073e-16,-1.3835e-16,-1.1645e-13
-3.158e-19,6.3397e-19,3.1997e-18,-4.0584e-18,2.5974e-17
0.87703,0.58581,0.058247,0.18588,-0.10856
-6.4687e-18,-2.7783e-19,1.1799e-17,-2.0126e-17,1.3789e-16
8.1513e-18,3.7263e-19,1.5443e-17,-2.6489e-17,1.5186e-16
-2.7026e-18,5.8551e-18,5.7646e-17,-6.7644e-17,4.0983e-16
5.8013e-19,8.9109e-19,5.2788e-18,-8.8975e-18,5.5015e-17
-7.8669e-17,-1.7009e-16,2.3745e-16,-6.7905e-17,9.8794e-14
0.23709,0.13579,-0.14286,-0.10078,0.21955
8.4759e-18,2.8694e-18,3.0633e-17,-4.6619e-17,2.5923e-16
-2.6324e-19,7.4832e-20,7.4471e-19,-1.061e-18,5.8178e-18
1.1132e-17,5.971e-18,2.3772e-17,-3.6091e-17,2.1918e-16
-1.1605e-17,-1.9848e-18,1.4009e-17,-2.225e-17,1.4369e-16
-1.1657e-17,1.112e-16,-1.2378e-17,-6.6514e-17,1.6446e-12
0.6946,0.13149,-0.22879,-0.35498,0.40378
0.017022,0.030149,-0.0027213,-0.011835,-0.21971
1.4862e-17,4.489e-18,4.6829e-17,-6.2382e-17,3.6015e-16
9.229e-20,2.1182e-19,2.6809e-17,-4.2498e-17,2.7551e-16
-4.1002e-19,9.4571e-20,2.298e-17,-3.5935e-17,1.9103e-16
0.6942,-0.60809,0.31845,0.028007,0.0035077
-8.5372e-18,8.0446e-19,2.8144e-17,-4.4229e-17,2.741e-16
0.0001093,0.00046403,-5.4159e-05,-0.00029696,-0.0095302
0.23104,-0.65572,0.52638,0.27354,0.14673
0.16371,0.15832,-0.011684,-0.04176,-0.4422
1.7933e-18,-6.427e-19,7.9475e-18,-1.3568e-17,8.4907e-17
